ID,Sitio,Índice del lugar,Nombre del lugar,Enlace del lugar,Municipio,Valoración,Valoraciones,Precio,Comentario,Fecha,Votos a favor,Votos en contra,Valoración_num,Sentimiento
134,Foursquare,14,Hotel La Fragata,https://es.foursquare.com/v/hotel-la-fragata/4c9e2bd58afca0931a04fe15,Coveñas,7.9/10,26 valoraciones,Precio Desconocido,Excelentebaren lapiscinay el mejor ambiente. Muy buenhotel,"Septiembre 10, 2015",1,0,7.9,positivo
321,Foursquare,49,Hamburguesas El Corral,https://foursquare.com/v/hamburguesas-el-corral/4cd5d394886cb60c247a8689,Sincelejo,6.4/10,21 valoraciones,$,Sabes q si…,"Diciembre 28, 2011",0,0,6.4,neutral
1182,Tripadvisor,75,Rincón Dive Center,https://www.tripadvisor.co/Attraction_Review-g10326747-d14126059-Reviews-or60-Rincon_Dive_Center-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,192,Precio Desconocido,"No tengo más que agradecimiento, felicidad y excelentes recomendaciones para todos aquellos que quieran experimentar el mundo del buceo. Stephania y Giovanni son geniales, super profesionales, con mucha buena onda y super atentos. Tienen un centro de Dive hermoso, con el equipamiento en excelentes condiciones y son super recomendables para iniciar en Open Water, Advance o hacer Fun Dices por lugares alucinantes. Te hacen sentir en familia en todo momento. Los recomiendo 100%",14 de abril de 2019,2,0,5,neutral
1009,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Excelente servicio de mini curso de buceo e inmersión, puedes certificarte PADI, con ellos y todo en el corazón de Coveñas, tienen planes para las islas, súper la experiencia 2 veces me ha ido súper bien",10 de octubre de 2020,0,0,5,neutral
740,Tripadvisor,56,Playa la Coquerita,https://www.tripadvisor.co/Attraction_Review-g616329-d10465002-Reviews-or20-Playa_la_Coquerita-Covenas_Sucre_Department.html,Coveñas,4.0/5,28,Precio Desconocido,"Una de las mejores playas que he visitado, tanto de día como de noche, muy limpia y tranquila. Sin duda alguna, ¡100% recomendada!",26 de octubre de 2016,0,0,4,neutral
552,Tripadvisor,51,Reserva Natural Sanguaré,https://www.tripadvisor.co/Attraction_Review-g4452849-d7149029-Reviews-Reserva_Natural_Sanguare-San_Onofre_Sucre_Department.html, San Onofre,5.0/5,35,Precio Desconocido,"El sitio mas relajante que puedas visitar con la comida más rica del mundo. TODOS los que te atienden son excelentes personas. Espero no demorarme en volver a visitarlos, los amamos.",5 de enero de 2018,0,0,5,neutral
737,Tripadvisor,56,Playa la Coquerita,https://www.tripadvisor.co/Attraction_Review-g616329-d10465002-Reviews-or20-Playa_la_Coquerita-Covenas_Sucre_Department.html,Coveñas,4.0/5,28,Precio Desconocido,"Bonita, muy bien organizada, lástima algunos vendedores pero la arena es muy buena, muy cerca de todo.",22 de diciembre de 2016,0,0,4,neutral
1262,Tripadvisor,79,Anfibio Sports Adventure,https://www.tripadvisor.co/Attraction_Review-g10326747-d23061629-Reviews-or30-Anfibio_Sports_Adventure-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,34,Precio Desconocido,"El recorrido en bici fue maravilloso, el terreno es suave, los paisajes muy bonitos, Ciro es muy atento, súper recomendada la estación en Casa Surya. Quedamos enamorados de Rincón del Mar.",28 de marzo de 2021,0,0,5,neutral
1090,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Mantener el equilibrio en un ambiente diferente y conocer un poquito del planeta desde otra perspectiva hace del buceo la actividad perfecta en cualquier temporada del año.,13 de mayo de 2019,0,0,5,neutral
4,Foursquare,1,Rincón del Mar,https://es.foursquare.com/v/rinc%C3%B3n-del-mar/4f81a185e4b0ac16a2d8f323,San Onofre,8.9/10,45 valoraciones,Precio Desconocido,Bucear desde lacabañade Juan.  Ir a Titipan a pasar la tarde y tomar uncóctel,"Enero 2, 2016",1,0,8.9,positivo
100,Foursquare,6,Sincé - Sucre,https://es.foursquare.com/v/sinc%C3%A9--sucre/4e247cc0e4cdf68591a3811c,Sincé,8.2/10,16 valoraciones,Precio Desconocido,Pregunta por labolita de leche!,"Octubre 17, 2011",0,0,8.2,positivo
304,Foursquare,47,Subway,https://foursquare.com/v/subway/51cf97eb498e45e353469d92,Sincelejo,6.7/10,13 valoraciones,$,Jamás me aburre.,"Noviembre 6, 2013",0,0,6.7,neutral
993,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Mi parte favorita fue cuando buceamos y pudimos ver corales, erizos y peces es algo muy divertido y una experiencia única que vale la pena repetirlo",2 de diciembre de 2020,0,0,5,neutral
481,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Excelente lugar Un paraíso natural de belleza, único en el mundo, muy bueno para amantes de la naturaleza, espero volver pronto.",19 de agosto de 2014,0,0,4.5,neutral
1264,Tripadvisor,79,Anfibio Sports Adventure,https://www.tripadvisor.co/Attraction_Review-g10326747-d23061629-Reviews-or30-Anfibio_Sports_Adventure-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,34,Precio Desconocido,"Súper recomendado la actividad de paddle con Ciro, muy profesional, súper pendiente de todo el grupo, nos dio mucha confianza! Fue increíble el paseo!",9 de marzo de 2021,0,0,5,neutral
763,Tripadvisor,57,Archipiélago De San Bernardo,https://www.tripadvisor.co/Attraction_Review-g616329-d14930714-Reviews-or20-Archipelago_Of_San_Bernardo-Covenas_Sucre_Department.html,Coveñas,4.0/5,29,Precio Desconocido,"El viaje en lancha fue muy bueno. Se pueden apreciar diferentes islas del archipiélago, conocer la isla más poblada del mundo y disfrutar del clima, mar y sus colores espectaculares en Isla Múcura.",9 de mayo de 2019,1,0,4,neutral
755,Tripadvisor,57,Archipiélago De San Bernardo,https://www.tripadvisor.co/Attraction_Review-g616329-d14930714-Reviews-or20-Archipelago_Of_San_Bernardo-Covenas_Sucre_Department.html,Coveñas,4.0/5,29,Precio Desconocido,"La playa para visitar en Mûcura, ya que Tintipán está muy lleno y no hay agua potable para lavado de manos. Muchas moscas, mucho desorden y, a pesar de tener un mar precioso, hay detalles que no dejan disfrutar el paraíso que podría ser. El recorrido en lancha es genial y la empresa de logística es muy cumplida y ágil para el tour. No me gustó Islotes, pero el apoyo económico que nos pidieron para un tour me pareció de noble intención.",11 de agosto de 2021,1,0,4,neutral
1122,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Muchísimos corales de especies diferentes, mucha visibilidad en el agua, un buceo seguro y precioso. Me encantó que fue una oportunidad de recorrer el archipiélago, un viaje increíble vale la pena.",3 de mayo de 2018,0,0,5,neutral
74,Foursquare,3,Juan Valdez Café,https://es.foursquare.com/v/juan-valdez-caf%C3%A9/5287d40811d248c7e753a537,Sincelejo,8.8/10,30 valoraciones,$,"Aunque elcafey los nevados son buenísimos, mi experiencia con el local de Sincelejo no ha sido la mejor, en una ocasión me sirvieron lo que no era y en otra me salió un pelo en unpastel de pollo.","Enero 15, 2014",0,0,8.8,positivo
726,Tripadvisor,56,Playa la Coquerita,https://www.tripadvisor.co/Attraction_Review-g616329-d10465002-Reviews-or20-Playa_la_Coquerita-Covenas_Sucre_Department.html,Coveñas,4.0/5,28,Precio Desconocido,"La playa es pequeña y dependiendo de la temporada vas a poder encontrar un espacio donde pasar el día. Lo malo es que la playa está muy sucia, se encuentran plásticos, botellas y demás residuos. Tampoco me gustó que en las noches hay pequeños kioscos donde venden licor y ponen música a todo volumen, sin moderación.",10 de enero de 2020,4,0,4,neutral
944,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Raiana, muchas gracias por elegirnos y por tus comentarios. Esperamos que disfrutes del resto de tu viaje y que vuelvas por Colombia.",1 de enero de 2022,2,0,5,neutral
381,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,"Muy congestionada pero valió la pena Es un viaje en lancha como pocos y tuve la oportunidad de caretear o snorkel que llaman, en medio de la inmensidad del mar, una sensación muy extraña y placentera.",6 de agosto de 2017,0,0,4.5,neutral
1239,Tripadvisor,78,Mar de leva tour,https://www.tripadvisor.co/Attraction_Review-g10326747-d25178400-Reviews-Mar_de_leva_tour-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,12,Precio Desconocido,El servicio de transporte es muy puntual y cómodo. Guillermo es un excelente conductor. Totalmente recomendado,8 de septiembre de 2023,1,0,5,neutral
1012,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Gracias al instructor Guillermo y su ayudante Juan por una Increíble experiencia de buceo recreativo y su acompañamiento haciendo curso para obtener certificación PADI open water. Cuentan con la capacitación y experiencia requerida para desarrollar esta actividad de la mejor manera. RECOMENDADO 100%,22 de septiembre de 2020,0,0,5,neutral
27,Foursquare,2,Playas de Coveñas,https://es.foursquare.com/v/playas-de-cove%C3%B1as/4e0b5bd352b1fe83d54c6f4b,Coveñas,8.8/10,241 valoraciones,Precio Desconocido,Vale la pena montar enchorizo! Y salir desde temprano a tomar elsol! Elmares delicioso! ALMUERZO a la orilla delmar! Lo máximo!,"Diciembre 31, 2015",1,0,8.8,positivo
493,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,Precioso paisaje pero destino caro El paisaje de la isla es hermoso pero existen otros puntos en el Caribe similares. El traslado en lancha de dos horas puede llegar a ser desagradable cuando hay mucho viento y es carísimo! El Hotel Punta Faro ofrece servicios medios a precios de un hotel de lujo.,27 de marzo de 2014,0,0,4.5,neutral
1215,Tripadvisor,77,Guía de Turismo del Golfo de Morrosquillo,https://www.tripadvisor.co/Attraction_Review-g616329-d12951539-Reviews-or30-Covenas_Colombia_Travel-Covenas_Sucre_Department.html,Coveñas,5.0/5,30,Precio Desconocido,"Lorica un lugar hermoso lleno de historia y cultura. Manuel Agresod, un excelente guía, informado, amable y muy entretenido. Desde Lorica visitamos varios pueblos muy interesantes como Colosó y Tuchin, tierra de indígenas Zenúes",4 de julio de 2018,1,0,5,neutral
641,Tripadvisor,52,Ciénaga la Caimanera,https://www.tripadvisor.co/Attraction_Review-g616329-d10022459-Reviews-Cienaga_la_Caimanera-Covenas_Sucre_Department.html,Coveñas,4.5/5,86,Precio Desconocido,"Bello paseo, muy recomendado si te gusta la naturaleza y conocer sobre manglares, flora y fauna del lugar. Es un paseo en canoa por una ciénaga muy cuidada y limpia, el recorrido se hace en hora y media, ponte un sombrero y bloqueador solar. Al llegar a la casa flotante pruebas las ostras y compras concha nácar para la piel. Date un refrescante chapuzón alrededor de la casa flotante, sin miedo, no hay caimanes ya. Es muy lindo, repetiría la experiencia!",12 de agosto de 2016,0,0,4.5,neutral
368,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,Un lugar muy bonito y cerca a otros lugares como santa cruz del islote y Tintipan que son de locos. la comida es muy rica en los restaurantes de los lugareños a 20 mil COP (5 dolares),5 de diciembre de 2017,1,0,4.5,neutral
1032,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Realizamos 2 inmersiones cerca a Tintipan, todo estuvo súper, Guillermo estuvo siempre muy pendiente de todo y presto a colaborarnos, fue hermoso, seguro y algo que realmente hay que vivir.",10 de enero de 2020,0,0,5,neutral
1102,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Excelente opción en el Golfo de Morrosquillo para quien quiera vivir la experiencia de explorar el mundo submarino o quien desee adelantar un curso de certificación de buceo. Recomendado cien por cien,20 de marzo de 2019,0,0,5,neutral
1108,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Es un excelente plan, con un equipo de personas muy profesionales y súper pendientes de ti, ante todo la seguridad y la tranquilidad de cada uno de los participantes. Guillermo está muy pendiente de cada uno de los detalles y que cada uno tenga una experiencia agradable.",8 de octubre de 2018,1,0,5,neutral
259,Foursquare,41,Philadelphia,https://foursquare.com/v/philadelphia/4e98d45f5c5caa2f44c5ec30,Sincelejo,6.9/10,13 valoraciones,$,Hamburguesa choripollo una bendición jajajjaja,"Agosto 22, 2013",0,0,6.9,neutral
99,Foursquare,6,Sincé - Sucre,https://es.foursquare.com/v/sinc%C3%A9--sucre/4e247cc0e4cdf68591a3811c,Sincé,8.2/10,16 valoraciones,Precio Desconocido,Visiten la mejor discotk que tiene sincé. Q'rrambar,"Enero 2, 2012",0,0,8.2,positivo
854,Tripadvisor,64,Plaza de Majagual,https://www.tripadvisor.co/Attraction_Review-g1395140-d6951865-Reviews-or30-Plaza_de_Majagual-Sincelejo_Sucre_Department.html,Sincelejo,3.5/5,32,Precio Desconocido,Todo se resume en plaza Majagual insegura y le falta iluminación. Olvidada por clase dirigente esa plaza en cuanto a seguridad.,27 de abril de 2018,1,0,3.5,negativo
835,Tripadvisor,60,Teatro Municipal de Sincelejo,https://www.tripadvisor.co/Attraction_Review-g1395140-d7745942-Reviews-or10-Teatro_Municipal_de_Sincelejo-Sincelejo_Sucre_Department.html,Sincelejo,4.0/5,11,Precio Desconocido,"El teatro municipal es fundamental para el desarrollo de Sincelejo, sus instalaciones están bien adecuadas, sillas cómodas. Externamente está algo descuidado, a su alrededor hay invasión del espacio público.",13 de enero de 2016,0,0,4,neutral
984,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,Fue una de las mejores experiencias en mi vida!! GUILLO el español me hizo sentir en confianza y dejo que fluyera al ritmo de las olas de verdad que recomendadisimo,16 de febrero de 2021,0,0,5,neutral
898,Tripadvisor,69,Golfo de Morrosquillo,https://www.tripadvisor.co/Attraction_Review-g1726000-d7050550-Reviews-or10-Golfo_de_Morrosquillo-Santiago_de_Tolu_Sucre_Department.html,Santiago de Tolú,4.5/5,15,Precio Desconocido,"Excelente el día de sol, las playas únicas, cristalinas y cálidas, el almuerzo especial pescado o lo que desee, las cocadas que hacen en la isla son deliciosas, lo mismo los cócteles que venden allí.",1 de agosto de 2019,0,0,4.5,neutral
1192,Tripadvisor,75,Rincón Dive Center,https://www.tripadvisor.co/Attraction_Review-g10326747-d14126059-Reviews-or60-Rincon_Dive_Center-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,192,Precio Desconocido,"Situado en un pequeño paraíso alejado de la multitud, este centro de buceo es realmente increíble. No solo por la ubicación, los corales bien conservados o la diversidad de la vida acuática, sino también por su increíble personal. Stefy y Giovanni son adorables y apasionados por el buceo y la enseñanza, ¡y fácilmente te harán adicto al buceo! Hice mi Open Watter con ellos y realmente lo pasé muy bien. ¡Recomendaría este centro a cualquier persona interesada en el buceo!",27 de junio de 2019,0,0,5,neutral
25,Foursquare,2,Playas de Coveñas,https://es.foursquare.com/v/playas-de-cove%C3%B1as/4e0b5bd352b1fe83d54c6f4b,Coveñas,8.8/10,241 valoraciones,Precio Desconocido,"ELHOTELLA FRAGATA, ES EL MEJOR...TIENE HASTABARNOCTURNO EN LA PLAYA PARA EL QUE LE GUSTA TOMARSE LOS TRAGUITOS Y BAILAR... DEFINITIVAMENTE LO SÚPER RECOMIENDO... MUY COMPLETO...","Septiembre 5, 2015",4,0,8.8,positivo
857,Tripadvisor,64,Plaza de Majagual,https://www.tripadvisor.co/Attraction_Review-g1395140-d6951865-Reviews-or30-Plaza_de_Majagual-Sincelejo_Sucre_Department.html,Sincelejo,3.5/5,32,Precio Desconocido,"La plaza Majagual ofrece actividades para los niños, carros eléctricos y a control remoto, también tienen tableros para colorear los fines de semana, y atracciones mecánicas, ofrece eventos culturales, danza, teatro, música. En la noche no es tan iluminado, también encuentran comidas rápidas en los alrededores.",3 de febrero de 2018,0,0,3.5,negativo
136,Foursquare,14,Hotel La Fragata,https://es.foursquare.com/v/hotel-la-fragata/4c9e2bd58afca0931a04fe15,Coveñas,7.9/10,26 valoraciones,Precio Desconocido,Elbaren lapiscinaes excelente!!!,"Noviembre 2, 2015",0,0,7.9,positivo
889,Tripadvisor,67,Salto del Sereno,https://www.tripadvisor.co/Attraction_Review-g4458559-d15694658-Reviews-Salto_del_Sereno-Sucre_Sucre_Department.html,Coloso,4.5/5,4,Precio Desconocido,"Decidimos visitarlo luego de ver bastantes recomendaciones. Llegamos a Colosó en carro y preguntamos bastante cómo llegar pero nadie nos dio más que recomendaciones vagas. Finalmente avanzamos en el carro unos 5 minutos después del pueblo y el caserío encontramos donde dejarlo parqueado. De ahí en adelante caminamos 1:30 sin encontrarnos a nadie que nos diera instrucciones ni ninguna señal. La aplicación Wikiloc nos ayudó a seguir la ruta, que si bien es fácil tiene algunos desvíos sin marcar. La ruta en general es suave, poco sombreada y con inclinaciones leves. Al final se llega a una casa en la que se debe pagar un aporte simbólico para entrar al salto, que está en propiedad privada. De ahí en adelante sin unos 10 minutos por una reserva muy verde y con árboles gigantes. El Salto está bien, es bonito y llama la atención encontrarlo en este sitio. El regreso es más fácil y rápido. Para quienes prefieran no caminar hay opciones desde Colosó en moto y hasta en tractores para familias con niños.",20 de abril de 2019,3,0,4.5,neutral
1046,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Me certifiqué como PADI Open Water Diver y solo puedo decir que he quedado encantado con el profesionalismo, la calidad y la servicialidad de la gente de Coveñas Diving. Siempre estuvieron a la orden para orientarnos de la mejor manera. Adicionalmente, pude notar que fueron increíblemente amables con los demás clientes, estando siempre prestos a ayudarles con cualquier inconveniente, incluso fuera del buceo. Guillermo, Ana y Alejandro son grandes personas y es gente que sabe muy bien qué es lo que hace; estoy seguro de que no pude haberme certificado en un mejor lugar. El buceo en Coveñas es muy tranquilo y permite disfrutar de especies majestuosas en un mar muy bonito y con los mejores estándares de calidad. La gente de Coveñas Diving tiene una gran conciencia ecológica e incentivan la protección de los océanos. En síntesis, de lo mejor que hay sobre la corteza terrestre, sin lugar a dudas.",13 de diciembre de 2019,1,0,5,neutral
1068,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"De las mejores experiencias de mi vida, y una gran satisfacción el poder haber realizado mi primera experiencia de buceo con ellos. Grandes profesionales y un trato muy cercano. Gracias amigos!! Nos veremos pronto.",1 de octubre de 2019,1,0,5,neutral
925,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Demasiado agradecido por tan maravillosa experiencia, todo el personal muy amable, sobretodo mi instructor Cristian, es una persona que te llena de confianza para hacer más amena y disfrutar al 100% la inmersión, mil gracias, son muy profesionales. Volveré...",5 de diciembre de 2023,0,0,5,neutral
52,Foursquare,2,Playas de Coveñas,https://es.foursquare.com/v/playas-de-cove%C3%B1as/4e0b5bd352b1fe83d54c6f4b,Coveñas,8.8/10,241 valoraciones,Precio Desconocido,La comida es excelente,"Agosto 30, 2022",0,0,8.8,positivo
1166,Tripadvisor,75,Rincón Dive Center,https://www.tripadvisor.co/Attraction_Review-g10326747-d14126059-Reviews-or60-Rincon_Dive_Center-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,192,Precio Desconocido,"Gracias a Stefi y Gio pasamos unos 4 días inolvidables! Además de ser unos muy buenos instructores que nos dieron ganas de seguir buceando en el mundo, se convirtieron en amigos de verdad! Yo tenía un poco de experiencia en buceo en Egypto, Filipinas, Bali etc. Y sin duda fueron los mejores instructores!! Las islas de Rincon del mar son preciosas y se ve mucha vida bajo el agua :) recomiendo el sitio y la escuela de Gio y Stefi !!! Buen viaje!",13 de marzo de 2020,1,0,5,neutral
598,Tripadvisor,52,Ciénaga la Caimanera,https://www.tripadvisor.co/Attraction_Review-g616329-d10022459-Reviews-Cienaga_la_Caimanera-Covenas_Sucre_Department.html,Coveñas,4.5/5,86,Precio Desconocido,"Es un sitio bonito pero le falta inversión, capacitación a los guías y mejorar la casa flotante. Puede mejorar.",18 de enero de 2019,0,0,4.5,neutral
162,Foursquare,22,Llanera La 35,https://es.foursquare.com/v/llanera-la-31/51549ae9e4b003cfdb106147,Sincelejo,7.7/10,21 valoraciones,$$,Probar elsancochode carne salada. Una delicia :),"Febrero 24, 2014",0,0,7.7,positivo
1285,Tripadvisor,80,Rincón del mar Diving,https://www.tripadvisor.co/Attraction_Review-g10326747-d17274098-Reviews-or10-Rincon_del_mar_Diving-Rincon_del_Mar_San_Onofre_Sucre_Department.html,San Onofre,5.0/5,30,Precio Desconocido,Muchas gracias por esta experiencia. Todo fue muy bien y los arrecifes son pura belleza. Alberto y Julie te ponen en confianza para disfrutar en buenas condiciones y en el respeto del medio ambiente.,3 de diciembre de 2019,0,0,5,neutral
722,Tripadvisor,56,Playa la Coquerita,https://www.tripadvisor.co/Attraction_Review-g616329-d10465002-Reviews-or20-Playa_la_Coquerita-Covenas_Sucre_Department.html,Coveñas,4.0/5,28,Precio Desconocido,"Sobrevalorada. Es una playa pequeña (angosta), que en temporada alta no alcanza para la cantidad de turistas que visitan el lugar. La vista es bonita, pero no existe mayor oferta hotelera, los hoteles son muy sencillos y el que conocí (el que decían era de lo mejor) tenía una humedad terrible y habitaciones que deben ser remodeladas o derrumbadas porque no son aptas para que ningún ser vivo se quede en ellas. Se escucha mucha música popular y reguetón a todo volumen proveniente de los hoteles que dan a la playa. Si viajas con niños, no es agradable por las malas palabras que van a escuchar, y en general, con o sin niños, no es agradable. Coveñas está muy sobrevalorado, no lo recomiendo. Es mejor visitar Santa Marta o Barú, que son un poco más costosos, pero ... lo barato sale caro. Coveñas es económico, además de la playa y el clima caliente y húmedo (desagradable), es un pueblo pequeño, sin mayores actividades para hacer, donde escucharás reguetón.",11 de diciembre de 2021,1,0,4,neutral
1094,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Unos genios los chicos, muy buena atención, te explican todo y te lo hacen re disfrutar. Es una re buena experiencia.",10 de mayo de 2019,0,0,5,neutral
1197,Tripadvisor,76,Librería Café Boscán,https://www.tripadvisor.co/Attraction_Review-g1395140-d23825999-Reviews-Libreria_Cafe_Boscan-Sincelejo_Sucre_Department.html,Sincelejo,4.5/5,2,Precio Desconocido,"Boscán es un lugar de escape en Sincelejo, ofrece tranquilidad, confort, variedad de libros, buen café y una atención excelente. Las tardes allí son más amenas. Felicitaciones a sus propietarios quienes brindan una experiencia que hacía falta en Sincelejo, pues además de los servicios que ofrecen son muy buenos conversadores.",1 de abril de 2022,0,0,4.5,neutral
1069,Tripadvisor,74,Covenas Diving Co.,https://www.tripadvisor.co/Attraction_Review-g616329-d13199404-Reviews-or220-Covenas_Diving_Co-Covenas_Sucre_Department.html,Coveñas,5.0/5,259,Precio Desconocido,"Excelente experiencia de buceo que tuve con el centro diving co, con el instructor Guillermo Cámara siendo una persona muy profesional, gracias a ellos pude experimentar momentos maravillosos e inolvidables en el mar. pude capacitarme y compartir a diario con Ana una persona muy especial. gracias DIVING GO - Coveñas.",19 de septiembre de 2019,1,0,5,neutral
217,Foursquare,36,Balsillas,https://foursquare.com/v/balsillas/4e2313fe1f6effe84f81d1be,San Onofre,7.3/10,8 valoraciones,Precio Desconocido,"esta muy lejos y escondido, pero vale la pena, playas muy lindas y tranquilas","Diciembre 23, 2011",1,0,7.3,positivo
1296,Tripadvisor,81,Sunset Travel Colombia,https://www.tripadvisor.co/Attraction_Review-g1395140-d21293956-Reviews-Sunset_Travel_Colombia-Sincelejo_Sucre_Department.html,Sincelejo,5.0/5,5,Precio Desconocido,Son una agencia excelente. Muy organizados con precios accesibles y calor humano grandioso. Volviera a viajar mil veces con ellos.,19 de septiembre de 2020,0,0,5,neutral
538,Tripadvisor,50,Isla Múcura,https://www.tripadvisor.co/Attraction_Review-g4452849-d2536595-Reviews-or20-Isla_Mucura-San_Onofre_Sucre_Department.html, San Onofre,4.5/5,281,Precio Desconocido,Es una visita obligatoria. Hermosa isla! Este fue el punto culminante de nuestro viaje! Es un paraíso isla y nos encantó! Asegúrate de que negociar mucho si compra joyas. El personal es amable y servicial.,11 de febrero de 2015,0,0,4.5,neutral
643,Tripadvisor,52,Ciénaga la Caimanera,https://www.tripadvisor.co/Attraction_Review-g616329-d10022459-Reviews-Cienaga_la_Caimanera-Covenas_Sucre_Department.html,Coveñas,4.5/5,86,Precio Desconocido,La cienaga de la caimanera es genial puedes hacer varias cosas medir tu fuerza y adrenalina remando cienaga arriba mientras disfrutas de hermosos manglares hasta llegar a la mitad donde hay un kiosco que te puedes comer los mejores camarones de tu vida frescos e inigualables hay ostras con un toque de limon y picante deliciosas y te puedes bañar en el redesor del kiosco y es impresionante que los niños mas pequeños sin miedo se lanzan al agua a nadar.,4 de agosto de 2016,0,0,4.5,neutral
303,Foursquare,47,Subway,https://foursquare.com/v/subway/51cf97eb498e45e353469d92,Sincelejo,6.7/10,13 valoraciones,$,Las galletas de macadamia son una delicia,"Julio 27, 2013",0,0,6.7,neutral
1234,Tripadvisor,77,Guía de Turismo del Golfo de Morrosquillo,https://www.tripadvisor.co/Attraction_Review-g616329-d12951539-Reviews-or30-Covenas_Colombia_Travel-Covenas_Sucre_Department.html,Coveñas,5.0/5,30,Precio Desconocido,"Visitar el Golfo de Morrosquillo, situado en los departamentos de Córdoba y Sucre de Colombia, es entrar en una atmósfera inigualable con la naturaleza. Abierto al mar Caribe, el Golfo ofrece la oportunidad de visitar por vía marítima, una serie de islotes cercanos a las ciudades Tolu y Coveñas, verdaderos paraísos.",14 de octubre de 2017,0,0,5,neutral
